Feature,Importance
PubchemFP855,0.0
PubchemFP51,0.0
PubchemFP42,0.0
PubchemFP853,0.0
PubchemFP50,0.0
PubchemFP753,0.0
PubchemFP852,0.0
PubchemFP49,0.0
PubchemFP48,0.0
PubchemFP850,0.0
PubchemFP849,0.0
PubchemFP848,0.0
PubchemFP846,0.0
PubchemFP844,0.0
PubchemFP45,0.0
PubchemFP8,0.0
PubchemFP838,0.0
PubchemFP65,0.0
PubchemFP141,0.0
PubchemFP67,0.0
PubchemFP253,0.0
PubchemFP246,0.0
PubchemFP247,0.0
PubchemFP248,0.0
PubchemFP463,0.0
PubchemFP249,0.0
PubchemFP250,0.0
PubchemFP251,0.0
PubchemFP252,0.0
PubchemFP254,0.0
PubchemFP245,0.0
PubchemFP263,0.0
PubchemFP444,0.0
PubchemFP264,0.0
PubchemFP265,0.0
PubchemFP266,0.0
PubchemFP267,0.0
PubchemFP268,0.0
PubchemFP269,0.0
PubchemFP468,0.0
PubchemFP244,0.0
PubchemFP212,0.0
PubchemFP233,0.0
PubchemFP223,0.0
PubchemFP224,0.0
PubchemFP225,0.0
PubchemFP525,0.0
PubchemFP226,0.0
PubchemFP512,0.0
PubchemFP231,0.0
PubchemFP232,0.0
PubchemFP234,0.0
PubchemFP243,0.0
PubchemFP235,0.0
PubchemFP236,0.0
PubchemFP237,0.0
PubchemFP238,0.0
PubchemFP239,0.0
PubchemFP240,0.0
PubchemFP241,0.0
PubchemFP242,0.0
PubchemFP270,0.0
PubchemFP433,0.0
PubchemFP271,0.0
PubchemFP318,0.0
PubchemFP307,0.0
PubchemFP309,0.0
PubchemFP310,0.0
PubchemFP311,0.0
PubchemFP312,0.0
PubchemFP313,0.0
PubchemFP315,0.0
PubchemFP317,0.0
PubchemFP319,0.0
PubchemFP272,0.0
PubchemFP369,0.0
PubchemFP320,0.0
PubchemFP321,0.0
PubchemFP322,0.0
PubchemFP323,0.0
PubchemFP324,0.0
PubchemFP325,0.0
PubchemFP326,0.0
PubchemFP306,0.0
PubchemFP303,0.0
PubchemFP302,0.0
PubchemFP295,0.0
PubchemFP273,0.0
PubchemFP274,0.0
PubchemFP275,0.0
PubchemFP426,0.0
PubchemFP276,0.0
PubchemFP277,0.0
PubchemFP278,0.0
PubchemFP279,0.0
PubchemFP280,0.0
PubchemFP281,0.0
PubchemFP408,0.0
PubchemFP282,0.0
PubchemFP402,0.0
PubchemFP288,0.0
PubchemFP289,0.0
PubchemFP290,0.0
PubchemFP291,0.0
PubchemFP222,0.0
PubchemFP211,0.0
PubchemFP68,0.0
PubchemFP99,0.0
PubchemFP91,0.0
PubchemFP92,0.0
PubchemFP93,0.0
PubchemFP94,0.0
PubchemFP95,0.0
PubchemFP96,0.0
PubchemFP97,0.0
PubchemFP98,0.0
PubchemFP100,0.0
PubchemFP89,0.0
PubchemFP101,0.0
PubchemFP102,0.0
PubchemFP103,0.0
PubchemFP104,0.0
PubchemFP105,0.0
PubchemFP106,0.0
PubchemFP107,0.0
PubchemFP108,0.0
PubchemFP90,0.0
PubchemFP88,0.0
PubchemFP210,0.0
PubchemFP77,0.0
PubchemFP69,0.0
PubchemFP70,0.0
PubchemFP71,0.0
PubchemFP72,0.0
PubchemFP73,0.0
PubchemFP74,0.0
PubchemFP75,0.0
PubchemFP76,0.0
PubchemFP78,0.0
PubchemFP87,0.0
PubchemFP79,0.0
PubchemFP80,0.0
